"No.","Time","Source","Destination","Protocol","Length","Info","Tcp Flags","Source MAC Address","Destination MAC","Source IP ARP","Destination IP ARP","Time to live","Flags","Delta time","Frame length"
"841","2025-04-18 19:45:45.374026","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=372318 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"842","2025-04-18 19:45:45.374026","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=373758 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"843","2025-04-18 19:45:45.374117","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=375198 Win=1028 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000091000","54"
"844","2025-04-18 19:45:45.374161","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=375198 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000044000","1494"
"845","2025-04-18 19:45:45.374161","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=376638 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"846","2025-04-18 19:45:45.374182","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=378078 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000021000","54"
"847","2025-04-18 19:45:45.374424","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=378078 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000242000","1494"
"848","2025-04-18 19:45:45.374424","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=379518 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"849","2025-04-18 19:45:45.374485","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=380958 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000061000","54"
"850","2025-04-18 19:45:45.374515","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000030000","1494"
"851","2025-04-18 19:45:45.374515","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=382398 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"852","2025-04-18 19:45:45.374515","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=383838 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"853","2025-04-18 19:45:45.374515","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=385278 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"854","2025-04-18 19:45:45.374545","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=386718 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000030000","54"
"855","2025-04-18 19:45:45.375581","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=386718 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.001036000","1494"
"856","2025-04-18 19:45:45.375581","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=388158 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"857","2025-04-18 19:45:45.375581","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=389598 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"858","2025-04-18 19:45:45.375581","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=391038 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"859","2025-04-18 19:45:45.375656","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=392478 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000075000","54"
"860","2025-04-18 19:45:45.375785","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=392478 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000129000","1494"
"861","2025-04-18 19:45:45.375785","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=393918 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"862","2025-04-18 19:45:45.375813","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=395358 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000028000","54"
"863","2025-04-18 19:45:45.376990","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=395358 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.001177000","1494"
"864","2025-04-18 19:45:45.376990","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"865","2025-04-18 19:45:45.376990","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=398238 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"866","2025-04-18 19:45:45.376990","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=399678 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"867","2025-04-18 19:45:45.376990","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=401118 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"868","2025-04-18 19:45:45.376990","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=402558 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"869","2025-04-18 19:45:45.377145","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=403998 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000155000","54"
"870","2025-04-18 19:45:45.377225","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=403998 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000080000","1494"
"871","2025-04-18 19:45:45.377225","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=405438 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"872","2025-04-18 19:45:45.377225","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=406878 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"873","2025-04-18 19:45:45.377225","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=408318 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"874","2025-04-18 19:45:45.377225","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=409758 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"875","2025-04-18 19:45:45.377225","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=411198 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"876","2025-04-18 19:45:45.377288","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=412638 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000063000","54"
"877","2025-04-18 19:45:45.378256","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000968000","1494"
"878","2025-04-18 19:45:45.378256","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=414078 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"879","2025-04-18 19:45:45.378256","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=415518 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"880","2025-04-18 19:45:45.378256","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=416958 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"881","2025-04-18 19:45:45.378256","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=418398 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"882","2025-04-18 19:45:45.378256","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=419838 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"883","2025-04-18 19:45:45.378398","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=421278 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000142000","54"
"884","2025-04-18 19:45:45.379116","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=421278 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000718000","1494"
"885","2025-04-18 19:45:45.379116","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=422718 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"886","2025-04-18 19:45:45.379116","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=424158 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"887","2025-04-18 19:45:45.379116","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=425598 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"888","2025-04-18 19:45:45.379116","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=427038 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"889","2025-04-18 19:45:45.379116","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=428478 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"890","2025-04-18 19:45:45.379225","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=429918 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000109000","54"
"891","2025-04-18 19:45:45.379938","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000713000","1494"
"892","2025-04-18 19:45:45.379938","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=431358 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"893","2025-04-18 19:45:45.379938","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=432798 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"894","2025-04-18 19:45:45.380046","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=434238 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000108000","54"
"895","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=434238 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.001630000","1494"
"896","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"897","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=437118 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"898","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=438558 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"899","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=439998 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"900","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=441438 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:80","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"901","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=442878 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"902","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=444318 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"903","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=445758 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"904","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=447198 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"905","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=448638 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"906","2025-04-18 19:45:45.381676","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=450078 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"907","2025-04-18 19:45:45.381839","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=451518 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000163000","54"
"908","2025-04-18 19:45:45.382156","104.18.41.183","192.168.1.13","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000317000","1494"
"909","2025-04-18 19:45:45.382156","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=452958 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"910","2025-04-18 19:45:45.382156","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=454398 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"911","2025-04-18 19:45:45.382156","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=455838 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"912","2025-04-18 19:45:45.382156","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=457278 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"913","2025-04-18 19:45:45.382156","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [PSH, ACK] Seq=458718 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000000000","1494"
"914","2025-04-18 19:45:45.382210","192.168.1.13","104.18.41.183","TCP","54","50436  >  443 [ACK] Seq=9653 Ack=460158 Win=2056 Len=0","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","90:0f:0c:31:14:3b","fc:57:03:cc:07:80","","","128","0x4000","0.000054000","54"
"915","2025-04-18 19:45:45.382746","104.18.41.183","192.168.1.13","TCP","1494","443  >  50436 [ACK] Seq=460158 Ack=9653 Win=11 Len=1440 [TCP segment of a reassembled PDU]","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","fc:57:03:cc:07:85","90:0f:0c:31:14:3b","","","55","0x4000","0.000536000","1494"
